"","germplasmName","predicted.value","std.error","status","trait","study","rel"
"70","2020-1847",95.1272604328019,4.31982411356678,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"71","2020-1862",102.717857142106,3.57812830520397,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"72","2020-2010",99.5726275370902,4.1702238576268,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"73","2020-2032",96.8005771778732,3.71314105515774,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"74","2020-2068",111.089467243344,4.16017812832941,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"75","2020-2101",107.123776289669,4.16110814183401,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"76","2020-2318",98.656377370552,3.512863719181,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"77","2020-2334",98.2869998940537,4.76984556218797,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"78","2020-2749",96.6248555601707,3.52961863182528,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"79","2020-2770",97.8522397162329,4.05249357912509,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"80","2020-2864",99.9512208968326,4.22236522504973,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"81","2020-3205",100.588009128411,3.97957280829527,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"82","2020-3234",94.2375011749217,4.21281902727209,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"83","2020-3607",108.964595277223,4.26730511044701,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"84","2020-40034",112.763173619135,4.38907779221575,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"85","2020-4907",94.1108230846143,3.68892669192768,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"86","2020-4951",90.0719288630885,4.20150820940466,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"87","2020-5250",86.484184906748,3.44750061186748,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"88","2020-5369",86.6546415853306,4.3602167494085,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"89","2020-5376",115.486880614785,4.50968894749607,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"90","2020-5416",101.030997885936,3.53116094642822,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"91","2020-5533",99.5111597402061,4.24020359936599,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"92","2020-5545",97.0105144993488,3.65813605263179,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"93","2020-571",96.1858147534208,4.3455657168103,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"94","2020-6010",102.197941798446,4.10373486576527,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"95","2020-6205",102.382440463006,4.44117840038263,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"96","2020-6254",90.5267561481132,4.59296092901528,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"97","2020-6415",101.112089239589,3.27197716989604,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"98","2020-6435",108.965114540199,4.21481700550418,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"99","2020-6633",99.1011527155002,3.59567321562953,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"100","2020-7021",96.6872806578695,4.4020722237022,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"101","2020-7024",89.523833996418,4.28451362006096,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"102","2020-7035",95.8344664861181,3.43905303718725,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"103","2020-7369",91.1132238349324,4.50112277221705,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"104","2020-7719",103.303848921727,4.1753370273186,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"105","2020-7737",99.6831627182119,3.51440463332892,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"106","2020-7877",104.885876674474,4.13281453468387,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"107","2020-7917",107.50658892189,3.41523693582817,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"108","2020-8754",87.9624690942441,3.434944440829,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"109","2020-9168",102.817898742158,4.23599290788617,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"110","2020-9801",101.922786036418,3.41481585550941,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"111","2020-9828",96.2935244364487,4.12068784433162,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"112","2020-9856",103.582598802609,4.64570142689936,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"113","2020-9945",93.3362040400168,3.61974911374573,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"114","25R76",104.290557255317,3.62996218413776,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"115","AgriMAXX503",103.367180822777,3.43010246146259,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"116","IL16LCSDH-01-T-863-10",94.2913836784884,4.02792879290527,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"117","IL16LCSDH-01-T-863-32",99.48309965984,4.57307803195607,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"118","IL16LCSDH-01-T-863-5",91.1239258528132,4.61905222584143,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"119","IL16LCSDH-01-T-863-58",101.77113688354,3.35668571821189,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"120","IL16LCSDH-01-T-863-6",90.3565567606834,3.39670791724348,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"121","IL16LCSDH-01-T-863-63",105.345133197836,4.38003270155167,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"122","IL16LCSDH-01-T-863-72",105.373559841912,3.70381497219526,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"123","IL16LCSDH-02-T-864-29",97.495658117918,4.35133708982401,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"124","IL16LCSDH-02-T-864-38",95.8055089708278,5.20600640151107,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"125","IL16LCSDH-02-T-864-5",106.452652192263,4.46222008301288,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"126","IL16LCSDH-02-T-864-54",110.79398910927,3.49258852515057,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"127","IL16LCSDH-02-T-864-59",102.395453662727,4.43184723991838,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"128","IL16LCSDH-02-T-864-6",100.138973305856,4.12837829806004,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"129","IL16LCSDH-02-T-864-63",97.1525085935681,4.2365864767972,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"130","IL16LCSDH-03-T-865-28",97.2698338333802,4.26631124352949,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"131","IL16LCSDH-03-T-865-39",96.087328872813,3.50418386168276,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"132","IL16LCSDH-03-T-865-46",87.6963285271105,4.81692736553507,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"133","IL16LCSDH-04-T-2659-20",99.5472296900629,4.01847545079031,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"134","IL16LCSDH-04-T-2659-207",97.5843061390661,3.54807527547359,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"135","IL16LCSDH-04-T-2659-212",94.8722026843136,4.19614834238064,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"136","IL16LCSDH-04-T-2659-216",102.930619853883,4.36587681001637,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"137","IL16LCSDH-04-T-2659-225",97.0124500281654,3.59082602076552,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"138","IL16LCSDH-04-T-2659-232",88.9318861997665,4.51277940679997,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"139","IL16LCSDH-04-T-2659-3",110.292141675215,4.67993521381215,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"140","IL16LCSDH-04-T-2659-8",96.4497509783441,3.44081742320098,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"141","IL16LCSDH-05-T-2660-3",103.587216956048,4.1709314856126,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"142","IL16LCSDH-06-T-2661-17",104.99295803148,3.47187183781248,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"143","IL16LCSDH-06-T-2661-19",102.15889904414,3.5808838707324,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"144","IL16LCSDH-06-T-2661-202",102.886769697811,4.39195016091048,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"145","IL16LCSDH-06-T-2661-21",88.2869591217132,4.06841626000328,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"146","IL16LCSDH-06-T-2661-212",95.565514486513,4.36499637482327,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"147","IL16LCSDH-06-T-2661-39",101.477718791954,4.22626176815591,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"148","IL16LCSDH-07-T-2662-201",97.711599948818,4.43171215361813,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"149","IL16LCSDH-07-T-2662-202",102.747991194322,4.18938243252703,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"150","IL16LCSDH-07-T-2662-203",97.3300423051871,3.75426086658366,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"151","IL16LCSDH-07-T-2662-22",92.552620323215,3.58326196490659,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"152","IL16LCSDH-07-T-2662-225",88.4595358091677,4.253145905004,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"153","IL16LCSDH-07-T-2662-241",82.5535541258942,4.38993755393711,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"154","IL16LCSDH-08-T-2663-55",104.927132417018,3.52091605491181,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"155","IL16LCSDH-09-T-2664-16",101.13783358535,4.13291892440668,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"156","IL16LCSDH-09-T-2664-18",100.529850698338,4.24735421537831,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"157","IL16LCSDH-09-T-2664-20",107.944025874907,3.66386063339784,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"158","IL16LCSDH-09-T-2664-23",110.028857400644,4.2222953066766,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"159","IL16LCSDH-09-T-2664-24",98.9815588129948,4.42722419403029,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"160","IL16LCSDH-09-T-2664-27",105.159194259468,3.39621204729724,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"161","IL16LCSDH-09-T-2664-28",108.203668013844,4.52283800436433,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"162","IL16LCSDH-09-T-2664-30",100.416826472391,4.43183770038138,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"163","IL16LCSDH-09-T-2664-36",97.2300104655832,3.66125119539706,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"164","IL16LCSDH-09-T-2664-40",101.678524838731,4.18182839352558,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"165","IL16LCSDH-09-T-2664-43",99.149880702068,4.64311937665082,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"166","IL16LCSDH-10-T-2665-20",99.5846743608011,3.55123796022091,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"167","IL16LCSDH-10-T-2665-21",99.9755701405508,4.22906784376023,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"168","IL16LCSDH-10-T-2665-22",103.238233093545,4.37375847731443,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"169","IL16LCSDH-10-T-2665-41",105.796966197324,3.6067046762969,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"170","IL16LCSDH-10-T-2665-42",105.266396014083,4.33262354411834,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"171","IL16LCSDH-10-T-2665-54",98.4750951316406,4.76801032689651,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"172","IL16LCSDH-11-T-2666-206",111.127836174064,4.45782545985091,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"173","IL16LCSDH-11-T-2666-208",93.3168960853465,3.60432684986464,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"174","IL16LCSDH-11-T-2666-212",102.789170239382,4.51272663534465,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"175","IL2021-11634",103.223607549007,4.2773979118301,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"176","IL2021-13321",88.1463551705424,4.26238009618268,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"177","IL2021-13577",104.048152678047,4.42790089802212,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"178","IL2021-13707",111.087893770098,3.68864971764457,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"179","IL2021-13712",95.008501816839,4.06598800966869,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"180","IL2021-13713",114.287720643137,3.79450333696017,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"181","IL2021-13718",105.954015080401,4.41078453146708,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"182","IL2021-13723",95.6274244782519,4.43782913806336,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"183","IL2021-13734",92.0300669536797,4.25052670703444,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"184","IL2021-14267",103.954256448733,4.14454557839665,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"185","IL2021-14320",97.4641137170625,4.16691907712116,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"186","IL2021-14513",99.3611987205882,3.40165522760356,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"187","IL2021-14556",92.7478250735576,4.82043730485174,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"188","IL2021-14567",86.3567562566034,4.41725056896429,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"189","IL2021-14669",101.046136106081,3.64507874794494,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"190","IL2021-14676",91.8189602590496,4.12786038651367,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"191","IL2021-14779",107.004938360756,5.13996748560237,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"192","IL2021-14925",96.5800434155567,4.17535344870406,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"193","IL2021-15117",91.7807861454456,4.45832718640894,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"194","IL2021-15134",91.0230538423169,4.49436926106439,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"195","IL2021-15138",98.4007132585937,3.3432579294061,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"196","IL2021-15149",92.2161205715569,4.49958471238006,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"197","IL2021-15152",103.978237454608,4.29366568834515,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"198","IL2021-15179",87.1383153513973,4.4132008318548,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"199","IL2021-15207",92.0394910785946,4.08630200704597,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"200","IL2021-15219",107.722943209068,3.53478155873322,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"201","IL2021-15228",103.270321681094,3.42371478178528,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"202","IL2021-15245",94.1202584845819,4.39835205144938,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"203","IL2021-15254",102.433673231204,4.23488187812176,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"204","IL2021-15258",91.747716414827,3.39105051509592,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"205","IL2021-15263",95.8164249492536,4.38031299053377,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"206","IL2021-15809",96.7341701243606,4.21672955609456,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"207","IL2021-16120",94.5782620370232,4.54246588461938,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"208","IL2021-16212",93.0572586886829,4.78303830393763,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"209","IL2021-16322",86.0981735333376,4.50047948878712,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"210","IL2021-16330",95.5403361524641,4.2107466999468,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"211","IL2021-16415",96.9675821653884,3.24181437272707,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"212","IL2021-16419",96.8160471465782,3.9533511873644,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"213","IL2021-16421",85.8246144151987,4.36468326962765,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"214","IL2021-16452",99.4657902924345,4.00771871307835,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"215","IL2021-16459",94.996964925227,4.31350090905336,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"216","IL2021-16544",92.3220245874063,4.22181578566258,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"217","IL2021-16576",90.828648655582,3.46054354542684,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
"218","IL2021-16612",104.56529854694,4.0594793609427,"Estimable","Grain.yield...bu.ac","YT_Addie_23",0.700801223745316
